X [mm], Y [mm], Z [mm], Heading [degrees], Timestamp [ms], Frame
1884.82, 105.145, 93.8153, -145.189, 46154.237344, 786812
1903.72, 78.6408, 93.7792, -150.715, 46258.473792, 786822
1923, 46.9931, 93.4861, -151.688, 46366.259744, 786833
1936.5, 23.7365, 93.4113, -151.781, 46446.300128, 786841
1953.59, -5.49705, 92.8952, -151.532, 46552.910048, 786851
1973.88, -40.528, 93.175, -151.595, 46664.755424, 786863
1994.74, -75.4931, 92.5797, -151.296, 46785.459040, 786875
2015.4, -111.05, 92.5392, -151.171, 46907.814048, 786887
2034.42, -143.128, 92.2621, -151.079, 47016.393920, 786898
2053.47, -175.103, 91.9763, -151.036, 47124.725888, 786909
2065.56, -199.99, 92.4366, -160.687, 47230.219968, 786919
2071.4, -223.982, 91.9733, -177.57, 47337.843040, 786930
2071.41, -252.77, 91.7255, 172.589, 47446.379104, 786941
2065.99, -266.167, 104.704, -173.911, 47553.289792, 786951
2062.93, -293.157, 104.856, -173.449, 47658.344416, 786962
2061.79, -306.061, 105.061, -173.905, 47737.536032, 786970
2061.47, -309.587, 105.077, -173.938, 47875.610944, 786984
2061.5, -309.375, 105.026, -173.939, 48002.224768, 786996
2061.49, -309.365, 105.024, -173.957, 48126.999296, 787009
2061.49, -309.374, 105.032, -173.948, 48235.620992, 787020
